Brand,Model,Year,Engine CC,Power (BHP),Mileage (kmpl),Kms Driven,Fuel Type,Bike Type,Condition,Transmission,Owner Type,Price
BMW,F850GS,2007,1000,106.8,27.2,68579,Petrol,Commuter,Like New,Automatic,1st Owner,559557.6
Suzuki,Gixxer,2018,125,10.4,53.1,54784,Petrol,Commuter,Like New,Automatic,3rd Owner,15626.52
Royal Enfield,Classic 350,2006,650,55.7,57.3,57095,Petrol,Sport,New,Manual,1st Owner,162094.54
Kawasaki,W175,2012,250,23.8,63.4,15185,Petrol,Naked,Used,Manual,2nd Owner,41878.53
KTM,Adventure 390,2015,500,60.4,23.7,51971,Petrol,Sport,Used,Manual,2nd Owner,146549.33
KTM,Duke 390,2015,125,10.5,76.0,26677,Petrol,Adventure,Like New,Manual,3rd Owner,18731.64
Ducati,SuperSport,2018,250,21.3,55.8,93829,Petrol,Cruiser,Like New,Automatic,3rd Owner,156596.48
Suzuki,Hayabusa,2017,110,9.5,53.9,15028,Petrol,Scooter,Used,Automatic,1st Owner,8000.0
Harley-Davidson,Road King,2010,1340,145.4,16.1,70843,Petrol,Adventure,Like New,Automatic,1st Owner,752010.08
Harley-Davidson,Sportster,2024,110,15.3,29.0,107552,Petrol,Sport,Like New,Manual,3rd Owner,76843.44
Suzuki,Gixxer,2011,1250,80.2,52.7,17356,Petrol,Cruiser,Like New,Manual,3rd Owner,226214.59
Ducati,Panigale V2,2014,300,24.4,41.7,51708,Petrol,Adventure,New,Manual,3rd Owner,216675.62
Suzuki,Hayabusa,2011,160,17.5,39.8,12472,Petrol,Sport,New,Manual,3rd Owner,14033.95
KTM,RC 390,2007,300,29.1,71.0,69865,Petrol,Cruiser,New,Automatic,2nd Owner,105884.44
Kawasaki,Z900,2010,1084,94.3,15.0,74556,Petrol,Adventure,New,Manual,2nd Owner,342556.99
Yamaha,FZ-S,2024,100,15.4,50.1,31381,Petrol,Scooter,Like New,Automatic,1st Owner,35173.0
Harley-Davidson,Fat Boy,2020,750,69.0,31.3,57853,Petrol,Cruiser,Used,Manual,2nd Owner,319344.12
Harley-Davidson,Iron 883,2010,650,56.3,40.5,32883,Petrol,Naked,Like New,Manual,3rd Owner,374575.09
Suzuki,Gixxer,2016,110,7.2,75.1,109356,Petrol,Scooter,New,Automatic,3rd Owner,8000.0
KTM,Duke 125,2015,1084,158.8,17.0,25265,Petrol,Naked,New,Manual,3rd Owner,593593.33
Yamaha,YZF R1,2008,160,22.4,70.6,91833,Petrol,Cruiser,Used,Manual,2nd Owner,9219.34
Ducati,Panigale V2,2010,110,14.5,63.4,95087,Petrol,Naked,New,Manual,1st Owner,54281.58
Royal Enfield,Meteor 350,2017,300,22.4,35.4,102492,Petrol,Adventure,Like New,Manual,2nd Owner,105771.64
Honda,CB Shine,2019,160,10.4,33.3,94583,Petrol,Cruiser,New,Automatic,3rd Owner,28707.64
Harley-Davidson,Sportster,2015,1000,118.8,15.0,71332,Petrol,Commuter,New,Manual,1st Owner,918334.5
Kawasaki,Z900,2015,1084,109.8,38.6,58950,Petrol,Cruiser,Used,Automatic,3rd Owner,294875.11
Royal Enfield,Thunderbird,2005,250,34.7,37.1,29364,Petrol,Cruiser,Used,Automatic,3rd Owner,42564.57
KTM,RC 390,2007,390,55.3,32.3,16371,Petrol,Adventure,New,Automatic,1st Owner,136097.92
Harley-Davidson,Road King,2023,650,98.9,34.4,76510,Petrol,Adventure,New,Manual,3rd Owner,589300.28
Kawasaki,Ninja ZX-10R,2015,160,12.2,34.4,68111,Petrol,Commuter,New,Manual,3rd Owner,49186.89
Yamaha,MT-15,2015,500,54.2,39.0,94916,Petrol,Scooter,New,Automatic,1st Owner,170966.04
Royal Enfield,Meteor 350,2018,350,41.7,32.8,6560,Petrol,Commuter,Used,Manual,1st Owner,62635.38
Kawasaki,Versys 650,2009,350,55.6,62.4,22283,Petrol,Cruiser,New,Manual,3rd Owner,132499.81
TVS,Ntorq 125,2009,1250,133.5,16.2,85226,Petrol,Cruiser,New,Manual,3rd Owner,410823.89
Royal Enfield,Thunderbird,2017,883,139.6,53.4,57949,Petrol,Cruiser,Used,Automatic,2nd Owner,218326.79
KTM,Duke 390,2018,100,6.2,55.1,68400,Petrol,Commuter,Like New,Automatic,3rd Owner,14494.51
BMW,R1250GS,2010,1340,178.8,29.9,98906,Petrol,Commuter,New,Automatic,2nd Owner,844322.12
Royal Enfield,Thunderbird,2022,180,15.4,50.3,61779,Petrol,Scooter,Like New,Automatic,1st Owner,52818.94
Ducati,Scrambler,2017,150,22.1,31.1,79077,Petrol,Adventure,New,Manual,2nd Owner,101703.93
KTM,Adventure 390,2021,1084,146.8,60.4,22704,Petrol,Cruiser,Like New,Automatic,1st Owner,449321.22
TVS,Jupiter,2007,1084,70.1,54.7,105357,Petrol,Scooter,Used,Automatic,2nd Owner,150916.48
Kawasaki,Ninja 300,2022,250,31.1,51.3,25484,Petrol,Adventure,Like New,Manual,1st Owner,102999.05
Harley-Davidson,Sportster,2012,1250,87.0,50.4,21176,Petrol,Sport,New,Automatic,1st Owner,1072711.02
Honda,CB Hornet,2012,1340,89.3,15.0,26039,Petrol,Adventure,Like New,Manual,3rd Owner,325105.8
Suzuki,Gixxer,2010,1000,94.8,15.0,56395,Petrol,Sport,New,Manual,3rd Owner,228871.58
Kawasaki,Ninja 300,2019,1000,70.5,38.6,90842,Electric,Scooter,New,Automatic,3rd Owner,442888.49
Yamaha,FZS-Fi,2017,390,62.1,65.4,23328,Petrol,Cruiser,Like New,Manual,2nd Owner,146503.51
Harley-Davidson,Iron 883,2016,125,16.1,38.3,81608,Petrol,Adventure,Like New,Manual,3rd Owner,52996.35
Suzuki,Intruder,2010,110,16.1,69.5,86586,Petrol,Scooter,Like New,Automatic,1st Owner,8000.0
Royal Enfield,Bullet 350,2008,180,14.7,65.6,89794,Electric,Cruiser,Like New,Automatic,3rd Owner,16463.13
Kawasaki,Z900,2016,180,12.6,55.7,86423,Petrol,Commuter,New,Manual,1st Owner,48856.1
Royal Enfield,Meteor 350,2021,200,14.2,27.0,13805,Petrol,Sport,Used,Automatic,3rd Owner,67567.3
Harley-Davidson,Sportster,2018,160,16.7,72.9,44159,Petrol,Adventure,Used,Manual,2nd Owner,67061.81
Honda,Africa Twin,2023,350,48.7,21.2,44803,Petrol,Sport,Used,Manual,2nd Owner,50038.69
Yamaha,FZ-S,2015,100,15.3,45.9,34507,Petrol,Commuter,Like New,Automatic,2nd Owner,17051.68
Harley-Davidson,Sportster,2013,750,65.4,31.5,73786,Petrol,Commuter,New,Automatic,2nd Owner,448784.47
KTM,Duke 390,2015,390,59.7,58.6,21919,Petrol,Adventure,Like New,Automatic,1st Owner,102818.43
Honda,CB Shine,2022,250,37.4,26.9,21163,Petrol,Commuter,Used,Manual,2nd Owner,56421.32
Yamaha,YZF R1,2024,110,14.4,41.9,41761,Petrol,Scooter,Used,Automatic,3rd Owner,31168.07
Yamaha,FZ-S,2019,110,13.5,56.4,106930,Petrol,Naked,Used,Automatic,1st Owner,15603.33
Royal Enfield,Classic 350,2019,100,11.8,37.5,32803,Petrol,Scooter,Like New,Automatic,1st Owner,33610.82
Royal Enfield,Himalayan,2018,1000,99.9,47.2,118742,Petrol,Cruiser,New,Automatic,3rd Owner,316252.74
TVS,Apache RTR 200,2008,883,111.7,29.5,63830,Petrol,Adventure,New,Manual,1st Owner,274424.65
BMW,F850GS,2014,883,107.5,38.7,18323,Petrol,Commuter,Like New,Manual,1st Owner,549715.79
Suzuki,Intruder,2013,1084,130.9,34.8,93397,Petrol,Commuter,Used,Manual,3rd Owner,199458.32
BMW,R1250GS,2005,180,23.6,57.1,80769,Petrol,Naked,Used,Automatic,1st Owner,73937.73
Ducati,Multistrada,2022,350,33.1,32.1,73538,Petrol,Scooter,Used,Automatic,3rd Owner,177450.82
KTM,Duke 125,2018,883,135.9,32.4,33127,Petrol,Commuter,New,Automatic,1st Owner,392471.96
Yamaha,FZS-Fi,2018,200,15.9,34.6,91091,Petrol,Sport,Used,Automatic,3rd Owner,56031.52
Suzuki,V-Strom,2011,650,57.4,26.4,24348,Petrol,Commuter,Used,Automatic,1st Owner,74949.32
Yamaha,MT-15,2011,300,47.7,65.2,14295,Petrol,Cruiser,Like New,Automatic,2nd Owner,83156.4
Suzuki,Gixxer,2022,1250,95.2,44.0,39855,Petrol,Naked,New,Automatic,1st Owner,327717.42
Ducati,Multistrada,2020,180,18.7,66.1,77391,Petrol,Naked,Used,Manual,2nd Owner,51031.36
TVS,Raider 125,2021,1000,141.0,25.4,47703,Petrol,Sport,New,Automatic,2nd Owner,276768.46
Yamaha,YZF R1,2012,300,27.7,38.4,118161,Petrol,Cruiser,Used,Manual,2nd Owner,32008.93
KTM,Duke 200,2009,300,46.2,38.5,97858,Petrol,Scooter,Like New,Automatic,2nd Owner,87653.54
Yamaha,MT-15,2018,100,13.5,44.4,15472,Petrol,Adventure,Like New,Automatic,1st Owner,29970.6
Suzuki,Gixxer,2021,1000,68.4,39.6,44824,Electric,Sport,Used,Automatic,2nd Owner,138589.16
Suzuki,Hayabusa,2005,160,18.5,60.1,715,Petrol,Sport,New,Automatic,1st Owner,8000.0
KTM,Duke 390,2009,150,13.4,71.8,10978,Petrol,Scooter,Like New,Automatic,3rd Owner,18334.59
TVS,Ntorq 125,2017,883,65.0,37.0,8581,Petrol,Cruiser,New,Automatic,2nd Owner,223124.55
Kawasaki,Ninja ZX-10R,2010,250,32.6,53.4,94662,Petrol,Naked,Used,Manual,3rd Owner,60422.67
TVS,Jupiter,2019,390,30.0,51.5,99265,Petrol,Scooter,Like New,Automatic,3rd Owner,62818.21
Harley-Davidson,Road King,2023,1000,91.2,40.0,109527,Petrol,Adventure,Used,Manual,2nd Owner,383988.99
TVS,Apache RTR 200,2024,300,28.2,54.4,101671,Petrol,Commuter,Like New,Manual,1st Owner,80877.38
Suzuki,Intruder,2016,1250,113.4,32.2,56275,Petrol,Naked,Used,Manual,2nd Owner,213283.12
Honda,CBR 650R,2015,125,11.4,64.1,38637,Petrol,Commuter,Like New,Manual,2nd Owner,12927.32
KTM,Duke 200,2009,300,25.2,36.8,103545,Petrol,Commuter,Used,Automatic,2nd Owner,34274.77
Kawasaki,Ninja ZX-10R,2019,1340,145.5,23.6,55203,Petrol,Cruiser,Used,Automatic,1st Owner,381586.78
BMW,F850GS,2015,125,18.1,38.3,98079,Petrol,Cruiser,Used,Automatic,3rd Owner,28331.45
BMW,F850GS,2010,1000,138.7,38.2,36381,Petrol,Adventure,Used,Manual,1st Owner,382970.93
TVS,Raider 125,2024,110,9.5,32.3,44988,Petrol,Adventure,New,Manual,3rd Owner,22748.85
Yamaha,R15,2014,160,10.7,43.1,42464,Petrol,Scooter,Like New,Automatic,2nd Owner,43014.43
TVS,Ntorq 125,2017,250,21.8,35.6,41432,Petrol,Adventure,Like New,Manual,1st Owner,39711.53
Ducati,Panigale V2,2011,300,23.4,68.0,65797,Petrol,Commuter,Used,Manual,3rd Owner,102789.41
TVS,Apache RTR 200,2011,1084,171.9,16.8,9145,Petrol,Adventure,New,Manual,1st Owner,414738.84
Honda,Africa Twin,2016,350,21.6,31.3,55502,Petrol,Adventure,New,Manual,3rd Owner,72750.33
Kawasaki,Ninja ZX-10R,2022,1250,192.4,15.0,4617,Petrol,Adventure,Used,Automatic,2nd Owner,451919.94
Ducati,Multistrada,2019,650,78.9,29.2,116580,Electric,Cruiser,Like New,Automatic,1st Owner,528936.78
Kawasaki,Versys 650,2008,150,18.3,70.5,75761,Petrol,Commuter,New,Manual,3rd Owner,32848.75
Kawasaki,Z900,2007,200,12.5,40.2,86329,Petrol,Cruiser,Like New,Manual,2nd Owner,19917.46
Suzuki,V-Strom,2005,650,49.2,36.7,16660,Petrol,Cruiser,Used,Automatic,2nd Owner,110353.77
Ducati,Multistrada,2022,250,19.4,57.9,91891,Petrol,Naked,Used,Manual,1st Owner,94010.03
BMW,R1250GS,2010,500,53.1,28.0,105043,Petrol,Cruiser,Like New,Manual,2nd Owner,212447.0
Suzuki,Intruder,2013,1084,155.0,52.1,78060,Petrol,Scooter,Like New,Automatic,2nd Owner,232203.35
BMW,G310GS,2023,125,12.9,59.8,110103,Petrol,Scooter,Used,Automatic,2nd Owner,50241.88
TVS,Apache RTR 160,2005,300,32.9,22.4,20974,Petrol,Scooter,Like New,Automatic,2nd Owner,32539.72
Honda,CB Shine,2021,1340,140.9,23.8,100704,Electric,Scooter,Used,Automatic,2nd Owner,238834.02
Kawasaki,Ninja ZX-10R,2020,160,22.4,66.7,97873,Petrol,Naked,Like New,Manual,1st Owner,38634.28
Harley-Davidson,Iron 883,2020,250,33.7,35.3,33030,Petrol,Sport,New,Automatic,1st Owner,187167.22
Yamaha,FZS-Fi,2013,500,76.1,43.5,38324,Petrol,Scooter,Like New,Automatic,3rd Owner,204372.22
KTM,Adventure 390,2020,1084,103.9,28.0,7345,Petrol,Adventure,Like New,Manual,2nd Owner,395866.27
BMW,R1250GS,2018,125,19.2,58.6,117348,Petrol,Sport,Like New,Manual,2nd Owner,57877.64
Honda,Activa,2023,500,79.2,32.7,119318,Petrol,Commuter,Like New,Automatic,2nd Owner,115401.03
BMW,G310R,2021,160,16.8,40.4,17363,Petrol,Commuter,Like New,Automatic,3rd Owner,105584.36
Ducati,SuperSport,2020,1250,146.5,16.5,67014,Petrol,Adventure,Like New,Manual,1st Owner,949935.51
Suzuki,V-Strom,2006,300,25.5,51.2,24512,Petrol,Cruiser,Like New,Manual,2nd Owner,30405.77
Suzuki,V-Strom,2014,650,92.7,44.5,64444,Petrol,Sport,Like New,Manual,3rd Owner,170773.97
Honda,Africa Twin,2016,500,50.9,26.4,20148,Petrol,Sport,Used,Manual,2nd Owner,80012.57
Harley-Davidson,Road King,2016,650,93.5,45.0,68767,Petrol,Sport,New,Automatic,1st Owner,608295.99
Suzuki,V-Strom,2011,100,13.5,38.0,23321,Petrol,Cruiser,Like New,Automatic,1st Owner,8000.0
Kawasaki,Versys 650,2018,125,16.3,23.9,2186,Petrol,Naked,New,Automatic,3rd Owner,42911.54
Ducati,Panigale V2,2007,1250,170.3,29.8,115138,Petrol,Sport,New,Manual,3rd Owner,860020.98
Honda,CB Hornet,2017,750,63.5,33.6,81329,Petrol,Commuter,Like New,Manual,3rd Owner,182754.99
TVS,Raider 125,2013,390,46.8,21.0,80599,Electric,Commuter,Like New,Automatic,3rd Owner,95545.63
Kawasaki,Ninja ZX-10R,2016,200,18.9,37.6,14610,Petrol,Commuter,Like New,Automatic,3rd Owner,59228.7
BMW,R1250GS,2019,150,16.5,48.8,109071,Petrol,Commuter,New,Automatic,2nd Owner,112959.13
Yamaha,R15,2017,390,54.6,29.2,104765,Petrol,Sport,Like New,Automatic,1st Owner,127675.09
KTM,Duke 125,2010,100,6.9,70.2,77452,Petrol,Adventure,Used,Automatic,3rd Owner,8000.0
BMW,R1250GS,2018,500,43.4,25.9,18047,Petrol,Adventure,New,Automatic,3rd Owner,452302.98
Honda,CB Hornet,2023,350,51.0,47.4,25365,Petrol,Scooter,Used,Automatic,3rd Owner,88064.7
Ducati,Scrambler,2007,250,37.4,64.0,82463,Petrol,Scooter,New,Automatic,3rd Owner,194058.48
TVS,Jupiter,2017,883,119.8,38.8,91852,Petrol,Scooter,Used,Automatic,3rd Owner,130990.54
Yamaha,YZF R1,2014,125,7.9,27.8,14403,Petrol,Cruiser,Like New,Manual,2nd Owner,21094.26
Harley-Davidson,Fat Boy,2005,160,12.1,25.4,83584,Petrol,Naked,Like New,Manual,1st Owner,70254.26
Ducati,Scrambler,2020,750,61.8,55.9,26628,Petrol,Commuter,Used,Automatic,3rd Owner,423613.11
Harley-Davidson,Iron 883,2019,150,15.1,50.8,86922,Petrol,Adventure,Used,Manual,3rd Owner,50793.57
Ducati,Scrambler,2011,250,31.3,25.0,77877,Petrol,Cruiser,Used,Automatic,3rd Owner,127071.92
Honda,Activa,2021,1084,156.0,34.3,43821,Petrol,Sport,New,Manual,2nd Owner,371210.5
Harley-Davidson,Sportster,2006,110,13.3,49.0,111834,Petrol,Cruiser,Used,Manual,2nd Owner,21535.74
Honda,CB Shine,2007,1340,139.5,45.2,59580,Petrol,Naked,Used,Automatic,2nd Owner,211170.77
Royal Enfield,Thunderbird,2014,250,20.3,63.5,75700,Petrol,Sport,Like New,Automatic,1st Owner,60325.03
TVS,Ntorq 125,2020,125,17.4,50.6,2239,Petrol,Commuter,Like New,Automatic,3rd Owner,23792.77
Yamaha,FZ-S,2023,110,13.0,31.6,98540,Electric,Cruiser,New,Automatic,3rd Owner,32096.34
TVS,Ntorq 125,2024,1340,136.5,15.0,18787,Petrol,Naked,Like New,Automatic,3rd Owner,315424.13
Honda,CBR 650R,2010,1084,131.4,33.4,9810,Petrol,Cruiser,New,Manual,3rd Owner,439981.61
KTM,Adventure 390,2014,350,47.5,52.8,13596,Petrol,Adventure,New,Manual,3rd Owner,145840.27
Harley-Davidson,Iron 883,2010,650,60.2,52.9,1078,Petrol,Cruiser,Used,Manual,3rd Owner,272835.02
Yamaha,FZ-S,2020,1084,149.8,26.4,53714,Petrol,Adventure,New,Manual,3rd Owner,621719.94
TVS,Apache RTR 200,2006,250,27.6,28.6,58684,Petrol,Adventure,Used,Manual,2nd Owner,21188.84
Honda,CB Hornet,2018,100,15.3,39.0,78439,Petrol,Commuter,Used,Automatic,3rd Owner,8000.0
Harley-Davidson,Iron 883,2011,650,53.9,31.2,34416,Petrol,Sport,Like New,Automatic,2nd Owner,304679.3
Harley-Davidson,Street 750,2014,1084,77.2,38.0,94911,Petrol,Naked,Like New,Manual,3rd Owner,702172.4
Yamaha,FZ-S,2015,750,100.2,37.6,113824,Petrol,Cruiser,Used,Automatic,2nd Owner,162867.66
BMW,G310R,2018,1250,129.2,15.0,96868,Petrol,Sport,Like New,Manual,2nd Owner,813174.63
Harley-Davidson,Street 750,2021,750,103.3,18.6,98220,Petrol,Adventure,New,Manual,1st Owner,580804.93
TVS,Jupiter,2009,300,46.2,56.4,42022,Petrol,Cruiser,Like New,Automatic,3rd Owner,56855.18
KTM,Duke 125,2005,200,14.2,71.8,97360,Petrol,Commuter,Used,Manual,2nd Owner,17373.64
Suzuki,Intruder,2017,1340,108.4,53.9,55283,Petrol,Commuter,New,Automatic,1st Owner,367636.37
Royal Enfield,Thunderbird,2022,883,116.9,48.3,13080,Petrol,Commuter,New,Manual,1st Owner,433583.02
Suzuki,Access 125,2009,1084,75.3,53.5,112605,Petrol,Cruiser,New,Automatic,3rd Owner,250779.51
BMW,S1000RR,2007,1250,81.4,34.2,116867,Petrol,Commuter,New,Automatic,1st Owner,809477.81
Honda,CB Hornet,2010,1084,153.2,15.0,40183,Petrol,Sport,Used,Automatic,3rd Owner,194973.0
Harley-Davidson,Iron 883,2018,1084,121.9,36.4,26019,Petrol,Scooter,Used,Automatic,1st Owner,420721.86
KTM,RC 390,2017,350,21.7,68.6,7124,Petrol,Naked,Like New,Manual,1st Owner,84005.16
Harley-Davidson,Fat Boy,2021,350,50.8,43.5,52002,Petrol,Adventure,New,Manual,1st Owner,218805.83
Harley-Davidson,Fat Boy,2017,160,22.8,55.5,92381,Petrol,Cruiser,Like New,Manual,3rd Owner,81768.67
Harley-Davidson,Street 750,2023,125,7.9,44.7,33808,Petrol,Scooter,New,Automatic,3rd Owner,120275.81
Yamaha,FZS-Fi,2018,250,22.3,51.8,19332,Petrol,Cruiser,Used,Automatic,1st Owner,43094.38
Harley-Davidson,Sportster,2017,160,16.4,29.7,110277,Petrol,Sport,Like New,Automatic,3rd Owner,56838.8
Ducati,Monster,2006,180,21.8,67.6,77981,Electric,Sport,Used,Automatic,2nd Owner,45727.07
TVS,Apache RTR 160,2017,160,25.4,66.3,55080,Petrol,Adventure,Like New,Automatic,2nd Owner,39283.82
Suzuki,Gixxer,2018,500,43.3,22.3,20537,Petrol,Naked,Like New,Manual,2nd Owner,111470.23
Harley-Davidson,Iron 883,2007,100,6.3,58.0,49633,Electric,Commuter,Like New,Automatic,3rd Owner,17206.9
Honda,CBR 650R,2018,883,93.2,15.0,29647,Petrol,Sport,Used,Manual,2nd Owner,158825.28
Yamaha,R15,2023,1250,173.3,39.7,23801,Petrol,Commuter,Like New,Manual,2nd Owner,451670.65
BMW,F850GS,2008,883,138.2,54.0,107369,Petrol,Naked,Used,Manual,2nd Owner,545988.62
Harley-Davidson,Fat Boy,2009,300,19.4,56.2,79246,Petrol,Sport,New,Manual,2nd Owner,207386.55
TVS,Ntorq 125,2009,250,31.1,46.9,6696,Petrol,Scooter,New,Automatic,2nd Owner,36621.71
TVS,Raider 125,2013,160,16.2,62.1,69253,Electric,Commuter,New,Automatic,3rd Owner,12341.64
KTM,Adventure 390,2012,160,11.3,54.7,3167,Petrol,Sport,Used,Automatic,3rd Owner,26344.06
Yamaha,YZF R1,2009,200,25.8,45.8,7313,Petrol,Cruiser,Used,Automatic,3rd Owner,37149.87
Harley-Davidson,Iron 883,2020,300,29.9,65.2,34080,Petrol,Naked,Like New,Automatic,3rd Owner,202727.02
Kawasaki,Ninja ZX-10R,2014,300,43.5,44.5,58497,Petrol,Adventure,Used,Manual,2nd Owner,78925.31
Suzuki,Gixxer,2022,150,19.2,51.2,28117,Petrol,Commuter,Used,Manual,3rd Owner,25963.99
Royal Enfield,Meteor 350,2023,250,39.4,60.4,52394,Petrol,Scooter,Used,Automatic,2nd Owner,70955.21
Ducati,Scrambler,2022,350,23.4,69.0,97567,Petrol,Commuter,Used,Automatic,3rd Owner,118624.78
KTM,Duke 200,2012,390,31.6,29.6,80429,Petrol,Naked,New,Manual,1st Owner,147803.28
Kawasaki,W175,2016,160,22.5,61.9,68908,Petrol,Cruiser,New,Manual,3rd Owner,61154.41
Royal Enfield,Classic 350,2007,125,15.9,37.1,94846,Petrol,Cruiser,Used,Automatic,1st Owner,8000.0
Honda,Activa,2023,110,9.2,48.9,79556,Petrol,Adventure,Used,Automatic,2nd Owner,16436.3
Honda,CB Hornet,2013,100,15.2,42.4,71466,Petrol,Scooter,Like New,Automatic,1st Owner,8000.0
Royal Enfield,Classic 350,2020,390,58.4,36.6,4654,Petrol,Scooter,New,Automatic,1st Owner,155996.8
Harley-Davidson,Road King,2007,750,68.1,60.2,42479,Petrol,Commuter,New,Automatic,1st Owner,355846.71
KTM,RC 390,2019,1250,95.0,46.0,14967,Petrol,Adventure,Used,Automatic,3rd Owner,399168.53
Suzuki,Intruder,2008,180,21.2,65.0,111631,Petrol,Cruiser,Like New,Manual,2nd Owner,9651.36
Ducati,Monster,2021,350,28.9,23.2,73934,Petrol,Cruiser,New,Automatic,3rd Owner,251477.54
Harley-Davidson,Road King,2011,150,21.5,47.2,65252,Electric,Sport,Used,Automatic,3rd Owner,46755.29
Yamaha,MT-15,2014,100,13.7,23.7,103305,Petrol,Adventure,New,Manual,1st Owner,24472.49
Ducati,Multistrada,2006,883,122.9,48.8,54386,Petrol,Commuter,New,Automatic,3rd Owner,518434.21
Royal Enfield,Himalayan,2023,1000,129.0,38.7,113719,Petrol,Scooter,Like New,Automatic,2nd Owner,405744.79
BMW,S1000RR,2019,500,77.7,45.9,92544,Petrol,Scooter,Like New,Automatic,1st Owner,264939.69
Honda,Activa,2011,1340,142.0,44.8,77844,Electric,Adventure,Like New,Automatic,2nd Owner,326767.81
Ducati,Monster,2008,1000,64.7,24.6,8530,Petrol,Commuter,Used,Automatic,1st Owner,379129.47
Ducati,Scrambler,2020,883,91.8,17.5,57885,Petrol,Commuter,Used,Automatic,1st Owner,414807.97
Honda,CBR 650R,2014,180,20.0,68.5,80124,Petrol,Scooter,Used,Automatic,1st Owner,17330.25
Ducati,Scrambler,2017,160,15.9,72.3,5041,Petrol,Cruiser,Used,Manual,1st Owner,86556.53
Yamaha,MT-15,2021,350,26.5,69.0,44469,Petrol,Cruiser,Used,Automatic,3rd Owner,103032.77
Ducati,SuperSport,2005,650,98.2,53.6,92635,Petrol,Scooter,New,Automatic,2nd Owner,404541.77
TVS,Ntorq 125,2012,125,13.0,69.3,7764,Petrol,Scooter,Used,Automatic,2nd Owner,8000.0
Honda,Activa,2012,180,14.8,33.1,91150,Petrol,Naked,Used,Manual,2nd Owner,8000.0
Ducati,Monster,2019,1250,103.0,35.3,31925,Petrol,Naked,New,Automatic,2nd Owner,772856.09
Harley-Davidson,Sportster,2022,650,103.5,28.7,54077,Petrol,Sport,New,Automatic,1st Owner,497075.21
Harley-Davidson,Iron 883,2016,180,24.7,50.7,70178,Petrol,Cruiser,Used,Manual,1st Owner,74261.33
TVS,Raider 125,2023,750,46.9,48.9,52554,Petrol,Adventure,New,Automatic,2nd Owner,178027.42
BMW,G310R,2016,125,18.5,47.5,99497,Petrol,Cruiser,New,Manual,2nd Owner,55285.78
Yamaha,R15,2019,200,31.9,39.0,44308,Petrol,Sport,Like New,Manual,3rd Owner,55194.44
Kawasaki,Versys 650,2018,125,17.7,42.5,19990,Petrol,Adventure,Used,Manual,1st Owner,19978.51
Royal Enfield,Thunderbird,2006,1084,131.8,15.0,69709,Petrol,Commuter,Like New,Automatic,1st Owner,341890.7
KTM,Duke 125,2013,250,37.0,44.3,87797,Petrol,Scooter,Like New,Automatic,3rd Owner,85692.11
KTM,Duke 200,2020,250,36.3,27.5,42918,Petrol,Naked,Like New,Manual,2nd Owner,107351.28
KTM,Duke 200,2013,100,13.2,32.0,45053,Petrol,Naked,Like New,Manual,3rd Owner,8000.0
Kawasaki,Versys 650,2021,750,97.6,53.6,24666,Petrol,Commuter,New,Manual,2nd Owner,334757.43
Suzuki,Gixxer,2010,350,45.0,70.5,102182,Petrol,Naked,New,Manual,3rd Owner,79890.25
Kawasaki,Ninja ZX-10R,2010,110,7.4,47.7,108448,Petrol,Cruiser,Like New,Automatic,3rd Owner,8000.0
TVS,Apache RTR 200,2005,250,32.9,32.1,57219,Petrol,Scooter,Used,Automatic,2nd Owner,25810.53
Ducati,Multistrada,2020,1084,126.8,40.9,75827,Petrol,Sport,Used,Manual,3rd Owner,569284.45
Yamaha,FZS-Fi,2013,500,72.4,15.0,93094,Petrol,Cruiser,New,Manual,1st Owner,168082.44
Royal Enfield,Bullet 350,2020,650,55.3,30.7,117494,Petrol,Naked,Used,Automatic,2nd Owner,129603.95
Honda,Activa,2021,200,25.5,47.9,68405,Petrol,Cruiser,Like New,Automatic,1st Owner,52174.66
TVS,Raider 125,2021,150,22.7,56.3,49375,Petrol,Commuter,New,Automatic,3rd Owner,39284.88
Harley-Davidson,Road King,2010,160,12.9,33.4,23308,Petrol,Commuter,Used,Manual,3rd Owner,66571.14
BMW,S1000RR,2020,1250,182.6,47.5,119131,Petrol,Commuter,Like New,Manual,1st Owner,835978.67
Honda,CBR 650R,2009,1340,110.3,20.1,98659,Petrol,Naked,Used,Automatic,2nd Owner,171775.05
Yamaha,MT-15,2012,125,18.2,26.2,96963,Petrol,Naked,Used,Automatic,2nd Owner,21618.49
Ducati,Scrambler,2013,1000,60.2,30.8,93879,Petrol,Sport,Like New,Manual,2nd Owner,423767.64
Harley-Davidson,Sportster,2010,650,95.3,19.4,61943,Petrol,Naked,Used,Manual,1st Owner,326633.86
Suzuki,Hayabusa,2011,1340,141.5,15.0,17296,Petrol,Adventure,Used,Automatic,1st Owner,198624.01
BMW,G310R,2010,150,23.9,49.6,24971,Petrol,Cruiser,Like New,Automatic,2nd Owner,53737.22
KTM,Duke 390,2023,650,60.5,47.2,66756,Petrol,Commuter,New,Automatic,2nd Owner,293813.38
TVS,Raider 125,2012,500,59.5,51.3,99173,Petrol,Adventure,Like New,Manual,3rd Owner,93594.83
Honda,CB Hornet,2015,350,55.6,43.0,92784,Petrol,Naked,Used,Automatic,3rd Owner,55918.61
